;;;;;
Historico Aportes Diario 2015;;;;;
;;;;;
Fecha;Region Hidrologica;Nombre Rio;Aportes Caudal m3/s;Aportes Energia kWh;Aportes %
2015-09-25;ANTIOQUIA;DESV. MANSO;0,00;;
2015-09-25;ANTIOQUIA;GRANDE;12,66;3.970.100,00;34,89%
2015-09-25;ANTIOQUIA;GUADALUPE;13,85;3.785.000,00;48,09%
2015-09-25;ANTIOQUIA;GUATAPE;18,72;3.159.100,00;46,32%
2015-09-25;ANTIOQUIA;MIEL I;12,27;591.400,00;18,48%
2015-09-25;ANTIOQUIA;NARE;18,35;6.475.400,00;30,85%
2015-09-25;ANTIOQUIA;PORCE II;50,68;6.452.100,00;52,80%
2015-09-25;ANTIOQUIA;PORCE III;4,86;358.200,00;18,85%
2015-09-25;ANTIOQUIA;SAN CARLOS;18,76;2.462.300,00;59,62%
2015-09-25;ANTIOQUIA;TENCHE;1,88;512.500,00;34,17%
2015-09-25;CARIBE;SINU URRA;403,89;4.304.800,00;93,38%
2015-09-25;CENTRO;AMOYA;13,83;1.614.800,00;83,67%
2015-09-25;CENTRO;BOGOTA N.R.;36,43;14.490.100,00;178,67%
2015-09-25;CENTRO;MAGDALENA BETANIA;228,22;3.415.600,00;65,68%
2015-09-25;CENTRO;PRADO;12,21;144.100,00;51,46%
2015-09-25;CENTRO;SOGAMOSO;182,99;5.729.900,00;40,27%
2015-09-25;ORIENTE;BATA;38,30;6.445.700,00;39,84%
2015-09-25;ORIENTE;CHUZA;1,31;521.100,00;10,44%
2015-09-25;ORIENTE;GUAVIO;34,38;8.039.400,00;46,02%
2015-09-25;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.396.300,00;49,51%
2015-09-25;VALLE;ALTOANCHICAYA;20,46;2.179.000,00;55,16%
2015-09-25;VALLE;CALIMA;3,00;134.700,00;38,49%
2015-09-25;VALLE;CAUCA SALVAJINA;16,29;388.300,00;26,60%
2015-09-25;VALLE;DIGUA;18,12;231.400,00;68,06%
2015-09-25;VALLE;FLORIDA II;7,20;144.000,00;51,43%
2015-09-26;ANTIOQUIA;A. SAN LORENZO;19,12;4.396.800,00;38,74%
2015-09-26;ANTIOQUIA;CONCEPCION;4,02;1.098.000,00;41,43%
2015-09-26;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,56;1.519.800,00;40,42%
2015-09-26;ANTIOQUIA;DESV. MANSO;0,00;;
2015-09-26;ANTIOQUIA;GRANDE;11,74;3.682.200,00;32,36%
2015-09-26;ANTIOQUIA;GUADALUPE;11,95;3.266.400,00;41,50%
2015-09-26;ANTIOQUIA;GUATAPE;16,12;2.719.100,00;39,87%
2015-09-26;ANTIOQUIA;MIEL I;10,17;490.500,00;15,33%
2015-09-26;ANTIOQUIA;NARE;19,16;6.760.800,00;32,21%
2015-09-26;ANTIOQUIA;PORCE II;62,89;8.005.800,00;65,51%
2015-09-26;ANTIOQUIA;PORCE III;1,87;138.000,00;7,26%
2015-09-26;ANTIOQUIA;SAN CARLOS;16,97;2.226.900,00;53,92%
2015-09-26;ANTIOQUIA;TENCHE;1,26;345.000,00;23,00%
2015-09-26;CARIBE;SINU URRA;323,28;3.445.600,00;74,74%
2015-09-26;CENTRO;AMOYA;13,49;1.575.900,00;81,65%
2015-09-26;CENTRO;BOGOTA N.R.;1,59;632.400,00;7,80%
2015-09-26;CENTRO;MAGDALENA BETANIA;209,69;3.138.300,00;60,35%
2015-09-26;CENTRO;PRADO;15,56;183.600,00;65,57%
2015-09-26;CENTRO;SOGAMOSO;171,26;5.362.800,00;37,69%
2015-09-26;ORIENTE;BATA;32,28;5.432.600,00;33,58%
2015-09-26;ORIENTE;CHUZA;0,69;274.400,00;5,50%
2015-09-26;ORIENTE;GUAVIO;35,24;8.240.500,00;47,17%
2015-09-26;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.091.500,00;38,71%
2015-09-26;VALLE;ALTOANCHICAYA;18,20;1.938.300,00;49,07%
2015-09-26;VALLE;CALIMA;1,67;75.000,00;21,43%
2015-09-26;VALLE;CAUCA SALVAJINA;14,45;344.500,00;23,60%
2015-09-26;VALLE;DIGUA;13,19;168.400,00;49,53%
2015-09-26;VALLE;FLORIDA II;7,20;144.000,00;51,43%
2015-09-27;ANTIOQUIA;A. SAN LORENZO;19,36;4.450.800,00;39,21%
2015-09-27;ANTIOQUIA;CONCEPCION;3,91;1.068.500,00;40,32%
2015-09-27;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,42;1.481.000,00;39,39%
2015-09-27;ANTIOQUIA;DESV. MANSO;0,00;;
2015-09-27;ANTIOQUIA;GRANDE;11,81;3.702.500,00;32,54%
2015-09-27;ANTIOQUIA;GUADALUPE;13,75;3.757.600,00;47,75%
2015-09-27;ANTIOQUIA;GUATAPE;15,82;2.668.300,00;39,12%
2015-09-27;ANTIOQUIA;MIEL I;9,53;459.400,00;14,36%
2015-09-27;ANTIOQUIA;NARE;17,88;6.308.800,00;30,06%
2015-09-27;ANTIOQUIA;PORCE II;43,23;5.503.600,00;45,04%
2015-09-27;ANTIOQUIA;PORCE III;1,34;98.600,00;5,19%
2015-09-27;ANTIOQUIA;SAN CARLOS;16,41;2.153.900,00;52,15%
2015-09-27;ANTIOQUIA;TENCHE;1,88;512.500,00;34,17%
2015-09-27;CARIBE;SINU URRA;296,58;3.161.100,00;68,57%
2015-09-27;CENTRO;AMOYA;13,19;1.540.500,00;79,82%
2015-09-27;CENTRO;BOGOTA N.R.;3,15;1.252.900,00;15,45%
2015-09-27;CENTRO;MAGDALENA BETANIA;211,50;3.165.400,00;60,87%
2015-09-27;CENTRO;PRADO;4,44;52.400,00;18,71%
2015-09-27;CENTRO;SOGAMOSO;167,13;5.233.400,00;36,78%
2015-09-27;ORIENTE;BATA;32,44;5.459.500,00;33,74%
2015-09-27;ORIENTE;CHUZA;0,44;175.000,00;3,51%
2015-09-27;ORIENTE;GUAVIO;30,04;7.024.500,00;40,21%
2015-09-27;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.025.900,00;36,38%
2015-09-27;VALLE;ALTOANCHICAYA;14,54;1.548.500,00;39,20%
2015-09-27;VALLE;CALIMA;0,56;25.100,00;7,17%
2015-09-27;VALLE;CAUCA SALVAJINA;13,62;324.700,00;22,24%
2015-09-27;VALLE;DIGUA;11,20;143.000,00;42,06%
2015-09-27;VALLE;FLORIDA II;7,20;144.000,00;51,43%
2015-09-28;ANTIOQUIA;A. SAN LORENZO;19,70;4.529.700,00;39,91%
2015-09-28;ANTIOQUIA;CONCEPCION;3,86;1.056.200,00;39,86%
2015-09-28;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,34;1.458.800,00;38,80%
2015-09-28;ANTIOQUIA;DESV. MANSO;0,00;;
2015-09-28;ANTIOQUIA;GRANDE;10,53;3.303.300,00;29,03%
2015-09-28;ANTIOQUIA;GUADALUPE;11,01;3.009.200,00;38,24%
2015-09-28;ANTIOQUIA;GUATAPE;17,59;2.966.900,00;43,50%
2015-09-28;ANTIOQUIA;MIEL I;8,61;415.200,00;12,98%
2015-09-28;ANTIOQUIA;NARE;13,71;4.835.500,00;23,04%
2015-09-28;ANTIOQUIA;PORCE II;40,79;5.192.300,00;42,49%
2015-09-28;ANTIOQUIA;PORCE III;13,52;997.600,00;52,51%
2015-09-28;ANTIOQUIA;SAN CARLOS;16,81;2.206.300,00;53,42%
2015-09-28;ANTIOQUIA;TENCHE;1,31;358.300,00;23,89%
2015-09-28;CARIBE;SINU URRA;351,18;3.743.000,00;81,19%
2015-09-28;CENTRO;AMOYA;19,86;2.319.800,00;120,20%
2015-09-28;CENTRO;BOGOTA N.R.;6,10;2.426.300,00;29,92%
2015-09-28;CENTRO;MAGDALENA BETANIA;211,59;3.166.700,00;60,90%
2015-09-28;CENTRO;PRADO;9,78;115.400,00;41,21%
2015-09-28;CENTRO;SOGAMOSO;159,76;5.002.500,00;35,15%
2015-09-28;ORIENTE;BATA;30,60;5.149.800,00;31,83%
2015-09-28;ORIENTE;CHUZA;0,31;123.300,00;2,47%
2015-09-28;ORIENTE;GUAVIO;29,92;6.996.500,00;40,05%
2015-09-28;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.025.900,00;36,38%
2015-09-28;VALLE;ALTOANCHICAYA;14,19;1.511.300,00;38,26%
2015-09-28;VALLE;CALIMA;6,61;296.800,00;84,80%
2015-09-28;VALLE;CAUCA SALVAJINA;10,79;257.200,00;17,62%
2015-09-28;VALLE;DIGUA;11,69;149.300,00;43,91%
2015-09-28;VALLE;FLORIDA II;7,20;144.000,00;51,43%
2015-09-29;ANTIOQUIA;A. SAN LORENZO;20,79;4.781.800,00;42,13%
2015-09-29;ANTIOQUIA;CONCEPCION;3,86;1.054.500,00;39,79%
2015-09-29;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,28;1.442.700,00;38,37%
2015-09-29;ANTIOQUIA;DESV. MANSO;0,00;;
2015-09-29;ANTIOQUIA;GRANDE;10,99;3.448.200,00;30,30%
2015-09-29;ANTIOQUIA;GUADALUPE;10,68;2.919.600,00;37,10%
2015-09-29;ANTIOQUIA;GUATAPE;26,54;4.477.400,00;65,65%
2015-09-29;ANTIOQUIA;MIEL I;12,25;590.600,00;18,46%
2015-09-29;ANTIOQUIA;NARE;29,60;10.443.200,00;49,75%
2015-09-29;ANTIOQUIA;PORCE II;37,85;4.818.300,00;39,43%
2015-09-29;ANTIOQUIA;PORCE III;5,22;385.100,00;20,27%
2015-09-29;ANTIOQUIA;SAN CARLOS;19,14;2.512.600,00;60,84%
2015-09-29;ANTIOQUIA;TENCHE;2,52;688.300,00;45,89%
2015-09-29;CARIBE;SINU URRA;317,09;3.379.700,00;73,31%
2015-09-29;CENTRO;AMOYA;21,29;2.486.200,00;128,82%
2015-09-29;CENTRO;BOGOTA N.R.;7,35;2.923.500,00;36,05%
2015-09-29;CENTRO;MAGDALENA BETANIA;204,15;3.055.400,00;58,76%
2015-09-29;CENTRO;PRADO;31,51;371.800,00;132,79%
2015-09-29;CENTRO;SOGAMOSO;161,97;5.071.800,00;35,64%
2015-09-29;ORIENTE;BATA;33,16;5.580.700,00;34,49%
2015-09-29;ORIENTE;CHUZA;0,34;135.200,00;2,71%
2015-09-29;ORIENTE;GUAVIO;30,06;7.029.200,00;40,24%
2015-09-29;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.174.600,00;41,65%
2015-09-29;VALLE;ALTOANCHICAYA;16,10;1.714.700,00;43,41%
2015-09-29;VALLE;CALIMA;0,51;22.900,00;6,54%
2015-09-29;VALLE;CAUCA SALVAJINA;6,69;159.500,00;10,92%
2015-09-29;VALLE;DIGUA;13,32;170.100,00;50,03%
2015-09-29;VALLE;FLORIDA II;6,20;124.000,00;44,29%
2015-09-30;ANTIOQUIA;A. SAN LORENZO;19,11;4.395.200,00;38,72%
2015-09-30;ANTIOQUIA;CONCEPCION;3,91;1.069.600,00;40,36%
2015-09-30;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,29;1.447.100,00;38,49%
2015-09-30;ANTIOQUIA;DESV. MANSO;0,00;;
2015-09-30;ANTIOQUIA;GRANDE;11,12;3.486.800,00;30,64%
2015-09-30;ANTIOQUIA;GUADALUPE;13,29;3.631.600,00;46,14%
2015-09-30;ANTIOQUIA;GUATAPE;32,21;5.433.600,00;79,67%
2015-09-30;ANTIOQUIA;MIEL I;27,38;1.320.100,00;41,25%
2015-09-30;ANTIOQUIA;NARE;21,49;7.583.600,00;36,13%
2015-09-30;ANTIOQUIA;PORCE II;67,06;8.536.400,00;69,86%
2015-09-30;ANTIOQUIA;PORCE III;10,88;802.900,00;42,26%
2015-09-30;ANTIOQUIA;SAN CARLOS;29,47;3.867.900,00;93,65%
2015-09-30;ANTIOQUIA;TENCHE;1,89;515.800,00;34,39%
2015-09-30;CARIBE;SINU URRA;410,02;4.370.200,00;94,80%
2015-09-30;CENTRO;AMOYA;21,76;2.541.100,00;131,66%
2015-09-30;CENTRO;BOGOTA N.R.;0,00;;
2015-09-30;CENTRO;MAGDALENA BETANIA;177,11;2.650.700,00;50,98%
2015-09-30;CENTRO;PRADO;20,66;243.800,00;87,07%
2015-09-30;CENTRO;SOGAMOSO;227,10;7.111.300,00;49,97%
2015-09-30;ORIENTE;BATA;32,87;5.531.900,00;34,19%
2015-09-30;ORIENTE;CHUZA;0,36;143.200,00;2,87%
2015-09-30;ORIENTE;GUAVIO;31,79;7.433.700,00;42,55%
2015-09-30;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.267.600,00;44,95%
2015-09-30;VALLE;ALTOANCHICAYA;27,68;2.948.000,00;74,63%
2015-09-30;VALLE;CALIMA;4,29;192.700,00;55,06%
2015-09-30;VALLE;CAUCA SALVAJINA;31,32;746.600,00;51,14%
2015-09-30;VALLE;DIGUA;12,21;155.900,00;45,85%
2015-09-30;VALLE;FLORIDA II;6,91;138.200,00;49,36%
2015-10-01;ANTIOQUIA;A. SAN LORENZO;18,08;4.158.600,00;35,09%
2015-10-01;ANTIOQUIA;CONCEPCION;3,90;1.064.700,00;39,00%
2015-10-01;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,29;1.446.800,00;34,86%
2015-10-01;ANTIOQUIA;DESV. MANSO;0,00;;
2015-10-01;ANTIOQUIA;GRANDE;13,33;4.179.300,00;30,11%
2015-10-01;ANTIOQUIA;GUADALUPE;12,19;3.330.700,00;42,70%
2015-10-01;ANTIOQUIA;GUATAPE;10,16;1.714.300,00;21,73%
2015-10-01;ANTIOQUIA;MIEL I;15,96;769.700,00;16,52%
2015-10-01;ANTIOQUIA;NARE;21,53;7.597.000,00;31,37%
2015-10-01;ANTIOQUIA;PORCE II;46,13;5.872.400,00;41,53%
2015-10-01;ANTIOQUIA;PORCE III;7,81;576.100,00;25,72%
2015-10-01;ANTIOQUIA;SAN CARLOS;15,67;2.057.300,00;38,03%
2015-10-01;ANTIOQUIA;TENCHE;1,26;345.000,00;22,40%
2015-10-01;CARIBE;SINU URRA;391,48;4.172.600,00;87,11%
2015-10-01;CENTRO;AMOYA;22,45;2.621.400,00;112,03%
2015-10-01;CENTRO;BOGOTA N.R.;4,38;1.742.200,00;13,72%
2015-10-01;CENTRO;MAGDALENA BETANIA;149,06;2.230.900,00;39,42%
2015-10-01;CENTRO;PRADO;59,85;706.100,00;106,98%
2015-10-01;CENTRO;SOGAMOSO;183,76;5.754.000,00;25,46%
2015-10-01;ORIENTE;BATA;34,54;5.812.900,00;44,20%
2015-10-01;ORIENTE;CHUZA;0,16;63.600,00;1,42%
2015-10-01;ORIENTE;GUAVIO;34,33;8.027.700,00;54,28%
2015-10-01;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.366.100,00;35,21%
2015-10-01;VALLE;ALTOANCHICAYA;25,51;2.716.900,00;44,83%
2015-10-01;VALLE;CALIMA;0,65;29.200,00;4,49%
2015-10-01;VALLE;CAUCA SALVAJINA;32,63;777.900,00;30,63%
2015-10-01;VALLE;DIGUA;25,96;331.500,00;62,55%
2015-10-01;VALLE;FLORIDA II;6,73;134.600,00;58,52%
2015-10-02;ANTIOQUIA;A. SAN LORENZO;21,54;4.954.000,00;41,81%
2015-10-02;ANTIOQUIA;CONCEPCION;3,97;1.084.300,00;39,72%
2015-10-02;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,39;1.473.000,00;35,49%
2015-10-02;ANTIOQUIA;DESV. MANSO;0,00;;
2015-10-02;ANTIOQUIA;GRANDE;15,52;4.867.700,00;35,07%
2015-10-02;ANTIOQUIA;GUADALUPE;17,49;4.781.600,00;61,30%
2015-10-02;ANTIOQUIA;GUATAPE;24,46;4.126.800,00;52,30%
2015-10-02;ANTIOQUIA;MIEL I;12,28;592.300,00;12,71%
2015-10-02;ANTIOQUIA;NARE;22,83;8.053.600,00;33,25%
2015-10-02;ANTIOQUIA;PORCE II;52,58;6.692.800,00;47,33%
2015-10-02;ANTIOQUIA;PORCE III;13,51;996.600,00;44,49%
2015-10-02;ANTIOQUIA;SAN CARLOS;19,74;2.590.800,00;47,89%
2015-10-02;ANTIOQUIA;TENCHE;2,52;689.600,00;44,78%
2015-10-02;CARIBE;SINU URRA;385,42;4.108.000,00;85,76%
2015-10-02;CENTRO;AMOYA;19,89;2.323.300,00;99,29%
2015-10-02;CENTRO;BOGOTA N.R.;4,85;1.929.100,00;15,19%
2015-10-02;CENTRO;MAGDALENA BETANIA;213,97;3.202.400,00;56,58%
2015-10-02;CENTRO;PRADO;44,87;529.400,00;80,21%
2015-10-02;CENTRO;SOGAMOSO;266,19;8.335.000,00;36,88%
2015-10-02;ORIENTE;BATA;34,19;5.754.000,00;43,76%
2015-10-02;ORIENTE;CHUZA;2,15;855.200,00;19,09%
2015-10-02;ORIENTE;GUAVIO;28,74;6.720.500,00;45,44%
2015-10-02;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.595.200,00;41,11%
2015-10-02;VALLE;ALTOANCHICAYA;30,27;3.223.800,00;53,20%
2015-10-02;VALLE;CALIMA;1,51;67.800,00;10,43%
2015-10-02;VALLE;CAUCA SALVAJINA;34,92;832.500,00;32,78%
2015-10-02;VALLE;DIGUA;22,02;281.200,00;53,06%
2015-10-02;VALLE;FLORIDA II;7,20;144.000,00;62,61%
2015-10-03;ANTIOQUIA;A. SAN LORENZO;26,04;5.987.700,00;50,53%
2015-10-03;ANTIOQUIA;CONCEPCION;4,56;1.247.500,00;45,70%
2015-10-03;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);6,06;1.657.300,00;39,93%
2015-10-03;ANTIOQUIA;DESV. MANSO;2,23;107.400,00;13,10%
2015-10-03;ANTIOQUIA;GRANDE;15,21;4.769.500,00;34,36%
2015-10-03;ANTIOQUIA;GUADALUPE;37,64;10.287.200,00;131,89%
2015-10-03;ANTIOQUIA;GUATAPE;52,23;8.812.500,00;111,69%
2015-10-03;ANTIOQUIA;MIEL I;30,16;1.454.200,00;31,21%
2015-10-03;ANTIOQUIA;NARE;34,11;12.035.200,00;49,69%
2015-10-03;ANTIOQUIA;PORCE II;94,61;12.043.500,00;85,17%
2015-10-03;ANTIOQUIA;PORCE III;11,75;866.700,00;38,69%
2015-10-03;ANTIOQUIA;SAN CARLOS;45,53;5.976.900,00;110,48%
2015-10-03;ANTIOQUIA;TENCHE;3,15;860.500,00;55,88%
2015-10-03;CARIBE;SINU URRA;341,77;3.642.700,00;76,05%
2015-10-03;CENTRO;AMOYA;36,26;4.234.800,00;180,97%
2015-10-03;CENTRO;BOGOTA N.R.;6,00;2.386.500,00;18,79%
2015-10-03;CENTRO;MAGDALENA BETANIA;193,98;2.903.200,00;51,29%
2015-10-03;CENTRO;PRADO;45,04;531.400,00;80,52%
2015-10-03;CENTRO;SOGAMOSO;310,00;9.706.800,00;42,95%
2015-10-03;ORIENTE;BATA;46,40;7.808.900,00;59,38%
2015-10-03;ORIENTE;CHUZA;5,43;2.159.800,00;48,21%
2015-10-03;ORIENTE;GUAVIO;50,17;11.731.700,00;79,32%
2015-10-03;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.295.800,00;59,17%
2015-10-03;VALLE;ALTOANCHICAYA;23,94;2.549.700,00;42,07%
2015-10-03;VALLE;CALIMA;3,68;165.300,00;25,43%
2015-10-03;VALLE;CAUCA SALVAJINA;32,35;771.200,00;30,36%
2015-10-03;VALLE;DIGUA;22,97;293.300,00;55,34%
2015-10-03;VALLE;FLORIDA II;6,20;124.000,00;53,91%
2015-10-04;ANTIOQUIA;A. SAN LORENZO;20,51;4.715.500,00;39,79%
2015-10-04;ANTIOQUIA;CONCEPCION;4,02;1.099.700,00;40,28%
2015-10-04;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,24;1.432.300,00;34,51%
2015-10-04;ANTIOQUIA;DESV. MANSO;0,00;;
2015-10-04;ANTIOQUIA;GRANDE;14,78;4.636.600,00;33,40%
2015-10-04;ANTIOQUIA;GUADALUPE;14,22;3.886.600,00;49,83%
2015-10-04;ANTIOQUIA;GUATAPE;25,68;4.332.200,00;54,91%
2015-10-04;ANTIOQUIA;MIEL I;15,86;764.900,00;16,41%
2015-10-04;ANTIOQUIA;NARE;29,13;10.278.500,00;42,44%
2015-10-04;ANTIOQUIA;PORCE II;49,32;6.278.300,00;44,40%
2015-10-04;ANTIOQUIA;PORCE III;2,84;209.200,00;9,34%
2015-10-04;ANTIOQUIA;SAN CARLOS;18,60;2.441.500,00;45,13%
2015-10-04;ANTIOQUIA;TENCHE;1,27;348.000,00;22,60%
2015-10-04;CARIBE;SINU URRA;317,04;3.379.100,00;70,54%
2015-10-04;CENTRO;AMOYA;21,33;2.491.700,00;106,48%
2015-10-04;CENTRO;BOGOTA N.R.;7,97;3.170.100,00;24,96%
2015-10-04;CENTRO;MAGDALENA BETANIA;181,50;2.716.400,00;47,99%
2015-10-04;CENTRO;PRADO;27,61;325.800,00;49,36%
2015-10-04;CENTRO;SOGAMOSO;259,83;8.135.900,00;36,00%
2015-10-04;ORIENTE;BATA;38,18;6.425.500,00;48,86%
2015-10-04;ORIENTE;CHUZA;3,39;1.348.400,00;30,10%
2015-10-04;ORIENTE;GUAVIO;38,21;8.935.000,00;60,41%
2015-10-04;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.594.100,00;41,09%
2015-10-04;VALLE;ALTOANCHICAYA;19,17;2.041.700,00;33,69%
2015-10-04;VALLE;CALIMA;1,58;71.000,00;10,92%
2015-10-04;VALLE;CAUCA SALVAJINA;29,37;700.200,00;27,57%
2015-10-04;VALLE;DIGUA;18,53;236.600,00;44,64%
2015-10-04;VALLE;FLORIDA II;9,95;199.000,00;86,52%
2015-10-05;ANTIOQUIA;A. SAN LORENZO;28,98;6.663.300,00;56,23%
2015-10-05;ANTIOQUIA;CONCEPCION;4,81;1.315.600,00;48,19%
2015-10-05;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,15;1.406.900,00;33,90%
2015-10-05;ANTIOQUIA;DESV. MANSO;0,00;;
2015-10-05;ANTIOQUIA;GRANDE;16,13;5.060.000,00;36,46%
2015-10-05;ANTIOQUIA;GUADALUPE;21,31;5.824.300,00;74,67%
2015-10-05;ANTIOQUIA;GUATAPE;27,72;4.676.200,00;59,27%
2015-10-05;ANTIOQUIA;MIEL I;12,80;617.400,00;13,25%
2015-10-05;ANTIOQUIA;NARE;29,57;10.433.000,00;43,08%
2015-10-05;ANTIOQUIA;PORCE II;45,56;5.799.700,00;41,02%
2015-10-05;ANTIOQUIA;PORCE III;8,09;596.900,00;26,65%
2015-10-05;ANTIOQUIA;SAN CARLOS;33,70;4.423.700,00;81,77%
2015-10-05;ANTIOQUIA;TENCHE;1,90;518.800,00;33,69%
2015-10-05;CARIBE;SINU URRA;283,69;3.023.700,00;63,13%
2015-10-05;CENTRO;AMOYA;18,10;2.113.600,00;90,32%
2015-10-05;CENTRO;BOGOTA N.R.;0,00;;
2015-10-05;CENTRO;MAGDALENA BETANIA;324,69;4.859.400,00;85,86%
2015-10-05;CENTRO;PRADO;8,54;100.800,00;15,27%
2015-10-05;CENTRO;SOGAMOSO;198,33;6.210.100,00;27,48%
2015-10-05;ORIENTE;BATA;37,57;6.322.900,00;48,08%
2015-10-05;ORIENTE;CHUZA;2,75;1.093.800,00;24,42%
2015-10-05;ORIENTE;GUAVIO;31,76;7.426.700,00;50,21%
2015-10-05;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.624.300,00;41,86%
2015-10-05;VALLE;ALTOANCHICAYA;17,72;1.887.200,00;31,14%
2015-10-05;VALLE;CALIMA;0,67;30.100,00;4,63%
2015-10-05;VALLE;CAUCA SALVAJINA;36,51;870.400,00;34,27%
2015-10-05;VALLE;DIGUA;17,96;229.400,00;43,28%
2015-10-05;VALLE;FLORIDA II;9,81;196.200,00;85,30%
2015-10-06;ANTIOQUIA;A. SAN LORENZO;18,25;4.196.700,00;35,42%
2015-10-06;ANTIOQUIA;CONCEPCION;3,97;1.084.100,00;39,71%
2015-10-06;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,41;1.478.000,00;35,61%
2015-10-06;ANTIOQUIA;DESV. MANSO;0,00;;
2015-10-06;ANTIOQUIA;GRANDE;12,17;3.817.000,00;27,50%
2015-10-06;ANTIOQUIA;GUADALUPE;16,17;4.419.400,00;56,66%
2015-10-06;ANTIOQUIA;GUATAPE;12,70;2.142.900,00;27,16%
2015-10-06;ANTIOQUIA;MIEL I;10,31;496.900,00;10,66%
2015-10-06;ANTIOQUIA;NARE;22,59;7.971.700,00;32,91%
2015-10-06;ANTIOQUIA;PORCE II;51,92;6.609.100,00;46,74%
2015-10-06;ANTIOQUIA;PORCE III;4,55;335.900,00;15,00%
2015-10-06;ANTIOQUIA;SAN CARLOS;16,66;2.186.200,00;40,41%
2015-10-06;ANTIOQUIA;TENCHE;1,27;348.000,00;22,60%
2015-10-06;CARIBE;SINU URRA;306,35;3.265.200,00;68,17%
2015-10-06;CENTRO;AMOYA;15,89;1.855.500,00;79,29%
2015-10-06;CENTRO;BOGOTA N.R.;0,00;;
2015-10-06;CENTRO;MAGDALENA BETANIA;246,19;3.684.600,00;65,10%
2015-10-06;CENTRO;PRADO;8,47;99.900,00;15,14%
2015-10-06;CENTRO;SOGAMOSO;177,66;5.562.900,00;24,61%
2015-10-06;ORIENTE;BATA;32,32;5.439.300,00;41,36%
2015-10-06;ORIENTE;CHUZA;2,11;839.300,00;18,73%
2015-10-06;ORIENTE;GUAVIO;29,05;6.793.000,00;45,93%
2015-10-06;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.310.900,00;33,79%
2015-10-06;VALLE;ALTOANCHICAYA;18,12;1.929.800,00;31,84%
2015-10-06;VALLE;CALIMA;2,48;111.400,00;17,14%
2015-10-06;VALLE;CAUCA SALVAJINA;29,00;691.300,00;27,22%
2015-10-06;VALLE;DIGUA;14,57;186.100,00;35,11%
2015-10-06;VALLE;FLORIDA II;7,81;156.200,00;67,91%
2015-10-07;ANTIOQUIA;A. SAN LORENZO;24,75;5.691.200,00;48,03%
2015-10-07;ANTIOQUIA;CONCEPCION;4,46;1.218.600,00;44,64%
2015-10-07;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,58;1.524.400,00;36,73%
2015-10-07;ANTIOQUIA;DESV. MANSO;1,27;61.300,00;7,48%
2015-10-07;ANTIOQUIA;GRANDE;12,24;3.839.900,00;27,66%
2015-10-07;ANTIOQUIA;GUADALUPE;21,84;5.970.900,00;76,55%
2015-10-07;ANTIOQUIA;GUATAPE;45,02;7.595.200,00;96,26%
2015-10-07;ANTIOQUIA;MIEL I;9,49;457.800,00;9,82%
2015-10-07;ANTIOQUIA;NARE;19,91;7.023.300,00;29,00%
2015-10-07;ANTIOQUIA;PORCE II;61,67;7.851.100,00;55,52%
2015-10-07;ANTIOQUIA;PORCE III;26,75;1.973.300,00;88,09%
2015-10-07;ANTIOQUIA;SAN CARLOS;33,70;4.423.100,00;81,76%
2015-10-07;ANTIOQUIA;TENCHE;2,55;695.900,00;45,19%
2015-10-07;CARIBE;SINU URRA;231,97;2.472.400,00;51,62%
2015-10-07;CENTRO;AMOYA;14,29;1.668.700,00;71,31%
2015-10-07;CENTRO;BOGOTA N.R.;0,00;;
2015-10-07;CENTRO;MAGDALENA BETANIA;181,47;2.716.000,00;47,99%
2015-10-07;CENTRO;PRADO;13,79;162.700,00;24,65%
2015-10-07;CENTRO;SOGAMOSO;176,38;5.523.000,00;24,44%
2015-10-07;ORIENTE;BATA;31,99;5.383.800,00;40,94%
