;;;;;
Historico Aportes Diario 2015;;;;;
;;;;;
Fecha;Region Hidrologica;Nombre Rio;Aportes Caudal m3/s;Aportes Energia kWh;Aportes %
2015-09-12;CENTRO;MAGDALENA BETANIA;279,88;4.188.800,00;80,55%
2015-09-12;CENTRO;PRADO;20,03;236.300,00;84,39%
2015-09-12;CENTRO;SOGAMOSO;202,98;6.356.000,00;44,67%
2015-09-12;ORIENTE;BATA;69,68;11.726.800,00;72,48%
2015-09-12;ORIENTE;CHUZA;2,15;855.200,00;17,14%
2015-09-12;ORIENTE;GUAVIO;94,20;22.027.700,00;126,09%
2015-09-12;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.888.800,00;66,98%
2015-09-12;VALLE;ALTOANCHICAYA;13,71;1.460.100,00;36,96%
2015-09-12;VALLE;CALIMA;1,77;79.500,00;22,71%
2015-09-12;VALLE;CAUCA SALVAJINA;23,37;557.100,00;38,16%
2015-09-12;VALLE;DIGUA;17,24;220.200,00;64,76%
2015-09-12;VALLE;FLORIDA II;10,88;217.600,00;77,71%
2015-09-13;ANTIOQUIA;A. SAN LORENZO;20,72;4.764.000,00;41,97%
2015-09-13;ANTIOQUIA;CONCEPCION;4,40;1.202.400,00;45,37%
2015-09-13;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);6,24;1.706.500,00;45,39%
2015-09-13;ANTIOQUIA;DESV. MANSO;0,00;;
2015-09-13;ANTIOQUIA;GRANDE;14,19;4.450.300,00;39,11%
2015-09-13;ANTIOQUIA;GUADALUPE;19,40;5.301.700,00;67,37%
2015-09-13;ANTIOQUIA;GUATAPE;17,40;2.936.000,00;43,05%
2015-09-13;ANTIOQUIA;MIEL I;7,27;350.600,00;10,96%
2015-09-13;ANTIOQUIA;NARE;15,49;5.465.600,00;26,04%
2015-09-13;ANTIOQUIA;PORCE II;39,13;4.980.800,00;40,76%
2015-09-13;ANTIOQUIA;PORCE III;6,01;443.600,00;23,35%
2015-09-13;ANTIOQUIA;SAN CARLOS;41,63;5.464.500,00;132,31%
2015-09-13;ANTIOQUIA;TENCHE;1,24;338.400,00;22,56%
2015-09-13;CARIBE;SINU URRA;283,27;3.019.200,00;65,49%
2015-09-13;CENTRO;AMOYA;17,36;2.027.000,00;105,03%
2015-09-13;CENTRO;BOGOTA N.R.;29,34;11.670.000,00;143,90%
2015-09-13;CENTRO;MAGDALENA BETANIA;281,61;4.214.700,00;81,05%
2015-09-13;CENTRO;PRADO;10,15;119.800,00;42,79%
2015-09-13;CENTRO;SOGAMOSO;171,44;5.368.300,00;37,73%
2015-09-13;ORIENTE;BATA;56,99;9.591.100,00;59,28%
2015-09-13;ORIENTE;CHUZA;0,75;298.300,00;5,98%
2015-09-13;ORIENTE;GUAVIO;75,48;17.650.200,00;101,03%
2015-09-13;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.542.700,00;54,71%
2015-09-13;VALLE;ALTOANCHICAYA;12,43;1.323.800,00;33,51%
2015-09-13;VALLE;CALIMA;1,77;79.500,00;22,71%
2015-09-13;VALLE;CAUCA SALVAJINA;19,88;473.900,00;32,46%
2015-09-13;VALLE;DIGUA;10,57;135.000,00;39,71%
2015-09-13;VALLE;FLORIDA II;9,70;194.000,00;69,29%
2015-09-14;ANTIOQUIA;A. SAN LORENZO;19,78;4.547.400,00;40,07%
2015-09-14;ANTIOQUIA;CONCEPCION;4,52;1.235.200,00;46,61%
2015-09-14;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,84;1.595.500,00;42,43%
2015-09-14;ANTIOQUIA;DESV. MANSO;0,00;;
2015-09-14;ANTIOQUIA;GRANDE;12,56;3.938.400,00;34,61%
2015-09-14;ANTIOQUIA;GUADALUPE;12,51;3.420.300,00;43,46%
2015-09-14;ANTIOQUIA;GUATAPE;14,79;2.495.000,00;36,58%
2015-09-14;ANTIOQUIA;MIEL I;6,91;333.400,00;10,42%
2015-09-14;ANTIOQUIA;NARE;18,62;6.568.900,00;31,30%
2015-09-14;ANTIOQUIA;PORCE II;51,63;6.572.900,00;53,79%
2015-09-14;ANTIOQUIA;PORCE III;19,42;1.432.500,00;75,39%
2015-09-14;ANTIOQUIA;SAN CARLOS;39,35;5.165.700,00;125,08%
2015-09-14;ANTIOQUIA;TENCHE;1,86;509.200,00;33,95%
2015-09-14;CARIBE;SINU URRA;252,14;2.687.400,00;58,30%
2015-09-14;CENTRO;AMOYA;15,36;1.793.600,00;92,93%
2015-09-14;CENTRO;BOGOTA N.R.;18,49;7.354.400,00;90,68%
2015-09-14;CENTRO;MAGDALENA BETANIA;253,78;3.798.200,00;73,04%
2015-09-14;CENTRO;PRADO;3,53;41.600,00;14,86%
2015-09-14;CENTRO;SOGAMOSO;188,27;5.895.400,00;41,43%
2015-09-14;ORIENTE;BATA;52,97;8.914.600,00;55,10%
2015-09-14;ORIENTE;CHUZA;0,26;103.400,00;2,07%
2015-09-14;ORIENTE;GUAVIO;66,13;15.463.800,00;88,52%
2015-09-14;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.432.000,00;50,78%
2015-09-14;VALLE;ALTOANCHICAYA;13,21;1.406.900,00;35,62%
2015-09-14;VALLE;CALIMA;3,38;151.800,00;43,37%
2015-09-14;VALLE;CAUCA SALVAJINA;15,13;360.700,00;24,71%
2015-09-14;VALLE;DIGUA;12,64;161.400,00;47,47%
2015-09-14;VALLE;FLORIDA II;9,22;184.400,00;65,86%
2015-09-15;ANTIOQUIA;A. SAN LORENZO;25,03;5.755.600,00;50,71%
2015-09-15;ANTIOQUIA;CONCEPCION;4,46;1.217.700,00;45,95%
2015-09-15;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,72;1.563.000,00;41,57%
2015-09-15;ANTIOQUIA;DESV. MANSO;0,08;3.900,00;0,70%
2015-09-15;ANTIOQUIA;GRANDE;14,05;4.407.600,00;38,73%
2015-09-15;ANTIOQUIA;GUADALUPE;21,16;5.783.900,00;73,49%
2015-09-15;ANTIOQUIA;GUATAPE;24,49;4.132.200,00;60,59%
2015-09-15;ANTIOQUIA;MIEL I;8,47;408.400,00;12,76%
2015-09-15;ANTIOQUIA;NARE;18,51;6.529.400,00;31,11%
2015-09-15;ANTIOQUIA;PORCE II;44,99;5.727.400,00;46,87%
2015-09-15;ANTIOQUIA;PORCE III;15,31;1.129.900,00;59,47%
2015-09-15;ANTIOQUIA;SAN CARLOS;49,15;6.451.200,00;156,20%
2015-09-15;ANTIOQUIA;TENCHE;1,25;341.700,00;22,78%
2015-09-15;CARIBE;SINU URRA;292,55;3.118.100,00;67,64%
2015-09-15;CENTRO;AMOYA;14,53;1.697.200,00;87,94%
2015-09-15;CENTRO;BOGOTA N.R.;22,17;8.818.200,00;108,73%
2015-09-15;CENTRO;MAGDALENA BETANIA;216,76;3.244.100,00;62,39%
2015-09-15;CENTRO;PRADO;28,51;336.400,00;120,14%
2015-09-15;CENTRO;SOGAMOSO;202,83;6.351.100,00;44,63%
2015-09-15;ORIENTE;BATA;54,19;9.119.900,00;56,37%
2015-09-15;ORIENTE;CHUZA;1,11;441.500,00;8,85%
2015-09-15;ORIENTE;GUAVIO;71,17;16.642.300,00;95,26%
2015-09-15;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.610.500,00;57,11%
2015-09-15;VALLE;ALTOANCHICAYA;13,07;1.392.000,00;35,24%
2015-09-15;VALLE;CALIMA;7,67;344.500,00;98,43%
2015-09-15;VALLE;CAUCA SALVAJINA;7,80;185.900,00;12,73%
2015-09-15;VALLE;DIGUA;8,72;111.400,00;32,76%
2015-09-15;VALLE;FLORIDA II;8,69;173.800,00;62,07%
2015-09-16;ANTIOQUIA;A. SAN LORENZO;20,03;4.604.900,00;40,57%
2015-09-16;ANTIOQUIA;CONCEPCION;4,28;1.171.000,00;44,19%
2015-09-16;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,58;1.524.400,00;40,54%
2015-09-16;ANTIOQUIA;DESV. MANSO;0,00;;
2015-09-16;ANTIOQUIA;GRANDE;12,92;4.051.000,00;35,60%
2015-09-16;ANTIOQUIA;GUADALUPE;18,09;4.943.900,00;62,82%
2015-09-16;ANTIOQUIA;GUATAPE;24,75;4.175.100,00;61,22%
2015-09-16;ANTIOQUIA;MIEL I;8,18;394.400,00;12,33%
2015-09-16;ANTIOQUIA;NARE;17,91;6.318.000,00;30,10%
2015-09-16;ANTIOQUIA;PORCE II;50,33;6.407.400,00;52,43%
2015-09-16;ANTIOQUIA;PORCE III;9,44;696.800,00;36,67%
2015-09-16;ANTIOQUIA;SAN CARLOS;36,27;4.760.500,00;115,27%
2015-09-16;ANTIOQUIA;TENCHE;1,88;512.500,00;34,17%
2015-09-16;CARIBE;SINU URRA;275,73;2.938.800,00;63,75%
2015-09-16;CENTRO;AMOYA;13,83;1.614.700,00;83,66%
2015-09-16;CENTRO;BOGOTA N.R.;6,16;2.450.200,00;30,21%
2015-09-16;CENTRO;MAGDALENA BETANIA;235,58;3.525.800,00;67,80%
2015-09-16;CENTRO;PRADO;13,42;158.300,00;56,54%
2015-09-16;CENTRO;SOGAMOSO;202,82;6.350.900,00;44,63%
2015-09-16;ORIENTE;BATA;45,61;7.675.900,00;47,44%
2015-09-16;ORIENTE;CHUZA;1,51;600.600,00;12,04%
2015-09-16;ORIENTE;GUAVIO;59,58;13.932.100,00;79,75%
2015-09-16;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.346.000,00;47,73%
2015-09-16;VALLE;ALTOANCHICAYA;13,07;1.392.000,00;35,24%
2015-09-16;VALLE;CALIMA;7,58;340.400,00;97,26%
2015-09-16;VALLE;CAUCA SALVAJINA;6,85;163.300,00;11,18%
2015-09-16;VALLE;DIGUA;8,93;114.000,00;33,53%
2015-09-16;VALLE;FLORIDA II;8,36;167.200,00;59,71%
2015-09-17;ANTIOQUIA;A. SAN LORENZO;26,96;6.198.800,00;54,61%
2015-09-17;ANTIOQUIA;CONCEPCION;4,38;1.196.100,00;45,14%
2015-09-17;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,89;1.610.500,00;42,83%
2015-09-17;ANTIOQUIA;DESV. MANSO;2,00;96.300,00;17,20%
2015-09-17;ANTIOQUIA;GRANDE;16,02;5.024.900,00;44,16%
2015-09-17;ANTIOQUIA;GUADALUPE;14,54;3.973.600,00;50,49%
2015-09-17;ANTIOQUIA;GUATAPE;21,61;3.646.700,00;53,47%
2015-09-17;ANTIOQUIA;MIEL I;42,10;2.029.900,00;63,43%
2015-09-17;ANTIOQUIA;NARE;39,72;14.014.200,00;66,77%
2015-09-17;ANTIOQUIA;PORCE II;61,78;7.864.000,00;64,35%
2015-09-17;ANTIOQUIA;PORCE III;14,24;1.050.300,00;55,28%
2015-09-17;ANTIOQUIA;SAN CARLOS;43,48;5.706.900,00;138,18%
2015-09-17;ANTIOQUIA;TENCHE;1,85;506.200,00;33,75%
2015-09-17;CARIBE;SINU URRA;266,82;2.843.900,00;61,69%
2015-09-17;CENTRO;AMOYA;13,36;1.560.000,00;80,83%
2015-09-17;CENTRO;BOGOTA N.R.;7,21;2.867.800,00;35,36%
2015-09-17;CENTRO;MAGDALENA BETANIA;226,43;3.388.800,00;65,17%
2015-09-17;CENTRO;PRADO;22,27;262.800,00;93,86%
2015-09-17;CENTRO;SOGAMOSO;243,08;7.611.500,00;53,49%
2015-09-17;ORIENTE;BATA;47,79;8.042.800,00;49,71%
2015-09-17;ORIENTE;CHUZA;3,46;1.376.200,00;27,58%
2015-09-17;ORIENTE;GUAVIO;53,58;12.529.100,00;71,72%
2015-09-17;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.624.000,00;57,59%
2015-09-17;VALLE;ALTOANCHICAYA;22,50;2.396.300,00;60,67%
2015-09-17;VALLE;CALIMA;2,00;89.800,00;25,66%
2015-09-17;VALLE;CAUCA SALVAJINA;15,00;357.600,00;24,49%
2015-09-17;VALLE;DIGUA;23,52;300.400,00;88,35%
2015-09-17;VALLE;FLORIDA II;7,44;148.800,00;53,14%
2015-09-18;ANTIOQUIA;A. SAN LORENZO;30,87;7.097.700,00;62,53%
2015-09-18;ANTIOQUIA;CONCEPCION;4,38;1.196.700,00;45,16%
2015-09-18;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);6,99;1.910.700,00;50,82%
2015-09-18;ANTIOQUIA;DESV. MANSO;0,00;;
2015-09-18;ANTIOQUIA;GRANDE;13,78;4.321.700,00;37,98%
2015-09-18;ANTIOQUIA;GUADALUPE;17,63;4.818.700,00;61,23%
2015-09-18;ANTIOQUIA;GUATAPE;71,15;12.003.900,00;176,01%
2015-09-18;ANTIOQUIA;MIEL I;18,83;908.100,00;28,38%
2015-09-18;ANTIOQUIA;NARE;24,63;8.689.300,00;41,40%
2015-09-18;ANTIOQUIA;PORCE II;52,31;6.658.900,00;54,49%
2015-09-18;ANTIOQUIA;PORCE III;7,89;582.200,00;30,64%
2015-09-18;ANTIOQUIA;SAN CARLOS;69,68;9.145.900,00;221,45%
2015-09-18;ANTIOQUIA;TENCHE;1,88;512.500,00;34,17%
2015-09-18;CARIBE;SINU URRA;262,03;2.792.800,00;60,58%
2015-09-18;CENTRO;AMOYA;15,76;1.840.100,00;95,34%
2015-09-18;CENTRO;BOGOTA N.R.;3,84;1.527.400,00;18,83%
2015-09-18;CENTRO;MAGDALENA BETANIA;213,12;3.189.600,00;61,34%
2015-09-18;CENTRO;PRADO;23,03;271.700,00;97,04%
2015-09-18;CENTRO;SOGAMOSO;248,37;7.777.100,00;54,65%
2015-09-18;ORIENTE;BATA;47,77;8.039.500,00;49,69%
2015-09-18;ORIENTE;CHUZA;2,31;918.800,00;18,41%
2015-09-18;ORIENTE;GUAVIO;53,62;12.538.500,00;71,77%
2015-09-18;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.714.100,00;60,78%
2015-09-18;VALLE;ALTOANCHICAYA;31,04;3.305.800,00;83,69%
2015-09-18;VALLE;CALIMA;7,31;328.300,00;93,80%
2015-09-18;VALLE;CAUCA SALVAJINA;33,55;799.800,00;54,78%
2015-09-18;VALLE;DIGUA;30,81;393.500,00;115,74%
2015-09-18;VALLE;FLORIDA II;7,20;144.000,00;51,43%
2015-09-19;ANTIOQUIA;A. SAN LORENZO;32,32;7.431.600,00;65,48%
2015-09-19;ANTIOQUIA;CONCEPCION;4,41;1.206.300,00;45,52%
2015-09-19;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);6,42;1.753.500,00;46,64%
2015-09-19;ANTIOQUIA;DESV. MANSO;0,00;;
2015-09-19;ANTIOQUIA;GRANDE;17,98;5.640.500,00;49,57%
2015-09-19;ANTIOQUIA;GUADALUPE;17,78;4.858.900,00;61,74%
2015-09-19;ANTIOQUIA;GUATAPE;53,00;8.941.700,00;131,11%
2015-09-19;ANTIOQUIA;MIEL I;31,88;1.537.100,00;48,03%
2015-09-19;ANTIOQUIA;NARE;28,87;10.186.700,00;48,53%
2015-09-19;ANTIOQUIA;PORCE II;79,80;10.158.200,00;83,13%
2015-09-19;ANTIOQUIA;PORCE III;7,56;558.000,00;29,37%
2015-09-19;ANTIOQUIA;SAN CARLOS;98,37;12.911.900,00;312,64%
2015-09-19;ANTIOQUIA;TENCHE;2,51;686.600,00;45,77%
2015-09-19;CARIBE;SINU URRA;335,81;3.579.200,00;77,64%
2015-09-19;CENTRO;AMOYA;32,78;3.828.700,00;198,38%
2015-09-19;CENTRO;BOGOTA N.R.;16,25;6.463.500,00;79,70%
2015-09-19;CENTRO;MAGDALENA BETANIA;242,60;3.630.800,00;69,82%
2015-09-19;CENTRO;PRADO;40,38;476.400,00;170,14%
2015-09-19;CENTRO;SOGAMOSO;491,35;15.385.600,00;108,12%
2015-09-19;ORIENTE;BATA;48,97;8.241.400,00;50,94%
2015-09-19;ORIENTE;CHUZA;1,52;604.600,00;12,12%
2015-09-19;ORIENTE;GUAVIO;50,70;11.855.600,00;67,86%
2015-09-19;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;2.083.800,00;73,89%
2015-09-19;VALLE;ALTOANCHICAYA;28,36;3.020.400,00;76,47%
2015-09-19;VALLE;CALIMA;4,32;194.000,00;55,43%
2015-09-19;VALLE;CAUCA SALVAJINA;28,95;690.100,00;47,27%
2015-09-19;VALLE;DIGUA;27,57;352.100,00;103,56%
2015-09-19;VALLE;FLORIDA II;7,20;144.000,00;51,43%
2015-09-20;ANTIOQUIA;A. SAN LORENZO;53,08;12.206.000,00;107,54%
2015-09-20;ANTIOQUIA;CONCEPCION;5,00;1.366.200,00;51,55%
2015-09-20;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);6,79;1.856.300,00;49,37%
2015-09-20;ANTIOQUIA;DESV. MANSO;3,06;147.700,00;26,38%
2015-09-20;ANTIOQUIA;GRANDE;32,91;10.322.600,00;90,71%
2015-09-20;ANTIOQUIA;GUADALUPE;29,52;8.067.700,00;102,51%
2015-09-20;ANTIOQUIA;GUATAPE;71,00;11.979.100,00;175,65%
2015-09-20;ANTIOQUIA;MIEL I;23,28;1.122.400,00;35,08%
2015-09-20;ANTIOQUIA;NARE;77,08;27.193.900,00;129,56%
2015-09-20;ANTIOQUIA;PORCE II;132,15;16.822.700,00;137,67%
2015-09-20;ANTIOQUIA;PORCE III;10,30;759.600,00;39,98%
2015-09-20;ANTIOQUIA;SAN CARLOS;138,28;18.151.900,00;439,51%
2015-09-20;ANTIOQUIA;TENCHE;6,96;1.903.300,00;126,89%
2015-09-20;CARIBE;SINU URRA;313,13;3.337.500,00;72,40%
2015-09-20;CENTRO;AMOYA;32,52;3.797.800,00;196,78%
2015-09-20;CENTRO;BOGOTA N.R.;16,78;6.674.300,00;82,30%
2015-09-20;CENTRO;MAGDALENA BETANIA;248,19;3.714.500,00;71,43%
2015-09-20;CENTRO;PRADO;49,00;578.100,00;206,46%
2015-09-20;CENTRO;SOGAMOSO;380,60;11.917.700,00;83,75%
2015-09-20;ORIENTE;BATA;203,17;34.192.500,00;211,33%
2015-09-20;ORIENTE;CHUZA;5,40;2.147.900,00;43,04%
2015-09-20;ORIENTE;GUAVIO;70,93;16.586.200,00;94,94%
2015-09-20;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;3.102.600,00;110,02%
2015-09-20;VALLE;ALTOANCHICAYA;31,90;3.397.400,00;86,01%
2015-09-20;VALLE;CALIMA;6,20;278.400,00;79,54%
2015-09-20;VALLE;CAUCA SALVAJINA;28,78;686.100,00;46,99%
2015-09-20;VALLE;DIGUA;30,31;387.100,00;113,85%
2015-09-20;VALLE;FLORIDA II;7,20;144.000,00;51,43%
2015-09-21;ANTIOQUIA;A. SAN LORENZO;30,93;7.111.700,00;62,66%
2015-09-21;ANTIOQUIA;CONCEPCION;5,28;1.443.000,00;54,45%
2015-09-21;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);6,98;1.907.600,00;50,73%
2015-09-21;ANTIOQUIA;DESV. MANSO;0,00;;
2015-09-21;ANTIOQUIA;GRANDE;23,85;7.479.400,00;65,72%
2015-09-21;ANTIOQUIA;GUADALUPE;32,19;8.798.800,00;111,80%
2015-09-21;ANTIOQUIA;GUATAPE;41,39;6.982.700,00;102,39%
2015-09-21;ANTIOQUIA;MIEL I;16,47;794.300,00;24,82%
2015-09-21;ANTIOQUIA;NARE;31,43;11.090.300,00;52,84%
2015-09-21;ANTIOQUIA;PORCE II;73,22;9.320.600,00;76,27%
2015-09-21;ANTIOQUIA;PORCE III;30,53;2.252.700,00;118,56%
2015-09-21;ANTIOQUIA;SAN CARLOS;88,79;11.655.200,00;282,21%
2015-09-21;ANTIOQUIA;TENCHE;2,04;557.900,00;37,19%
2015-09-21;CARIBE;SINU URRA;281,34;2.998.600,00;65,05%
2015-09-21;CENTRO;AMOYA;19,71;2.301.900,00;119,27%
2015-09-21;CENTRO;BOGOTA N.R.;7,99;3.178.000,00;39,19%
2015-09-21;CENTRO;MAGDALENA BETANIA;226,40;3.388.400,00;65,16%
2015-09-21;CENTRO;PRADO;30,19;356.200,00;127,21%
2015-09-21;CENTRO;SOGAMOSO;357,97;11.209.000,00;78,77%
2015-09-21;ORIENTE;BATA;55,60;9.357.200,00;57,83%
2015-09-21;ORIENTE;CHUZA;4,28;1.702.400,00;34,12%
2015-09-21;ORIENTE;GUAVIO;50,72;11.860.300,00;67,89%
2015-09-21;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.981.300,00;70,26%
2015-09-21;VALLE;ALTOANCHICAYA;20,05;2.135.400,00;54,06%
2015-09-21;VALLE;CALIMA;0,25;11.200,00;3,20%
2015-09-21;VALLE;CAUCA SALVAJINA;16,96;404.300,00;27,69%
2015-09-21;VALLE;DIGUA;20,65;263.700,00;77,56%
2015-09-21;VALLE;FLORIDA II;7,20;144.000,00;51,43%
2015-09-22;ANTIOQUIA;A. SAN LORENZO;23,02;5.293.200,00;46,64%
2015-09-22;ANTIOQUIA;CONCEPCION;4,39;1.200.800,00;45,31%
2015-09-22;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);6,81;1.860.900,00;49,49%
2015-09-22;ANTIOQUIA;DESV. MANSO;0,00;;
2015-09-22;ANTIOQUIA;GRANDE;16,70;5.237.500,00;46,02%
2015-09-22;ANTIOQUIA;GUADALUPE;11,34;3.100.800,00;39,40%
2015-09-22;ANTIOQUIA;GUATAPE;19,67;3.318.200,00;48,65%
2015-09-22;ANTIOQUIA;MIEL I;17,21;830.000,00;25,94%
2015-09-22;ANTIOQUIA;NARE;28,69;10.120.800,00;48,22%
2015-09-22;ANTIOQUIA;PORCE II;63,28;8.055.600,00;65,92%
2015-09-22;ANTIOQUIA;PORCE III;4,91;362.600,00;19,08%
2015-09-22;ANTIOQUIA;SAN CARLOS;52,72;6.920.300,00;167,56%
2015-09-22;ANTIOQUIA;TENCHE;6,22;1.700.200,00;113,35%
2015-09-22;CARIBE;SINU URRA;264,07;2.814.600,00;61,05%
2015-09-22;CENTRO;AMOYA;17,43;2.035.700,00;105,48%
2015-09-22;CENTRO;BOGOTA N.R.;0,70;278.400,00;3,43%
2015-09-22;CENTRO;MAGDALENA BETANIA;245,65;3.676.500,00;70,70%
2015-09-22;CENTRO;PRADO;25,88;305.300,00;109,04%
2015-09-22;CENTRO;SOGAMOSO;228,89;7.167.100,00;50,37%
2015-09-22;ORIENTE;BATA;48,03;8.083.200,00;49,96%
2015-09-22;ORIENTE;CHUZA;2,80;1.113.700,00;22,32%
2015-09-22;ORIENTE;GUAVIO;44,69;10.450.300,00;59,82%
2015-09-22;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.480.600,00;52,50%
2015-09-22;VALLE;ALTOANCHICAYA;27,77;2.957.600,00;74,88%
2015-09-22;VALLE;CALIMA;6,06;272.100,00;77,74%
2015-09-22;VALLE;CAUCA SALVAJINA;15,20;362.400,00;24,82%
2015-09-22;VALLE;DIGUA;21,03;268.600,00;79,00%
2015-09-22;VALLE;FLORIDA II;8,17;163.400,00;58,36%
2015-09-23;ANTIOQUIA;A. SAN LORENZO;22,17;5.097.700,00;44,91%
2015-09-23;ANTIOQUIA;CONCEPCION;4,25;1.161.400,00;43,83%
2015-09-23;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);6,13;1.676.700,00;44,59%
2015-09-23;ANTIOQUIA;DESV. MANSO;0,00;;
2015-09-23;ANTIOQUIA;GRANDE;14,42;4.523.700,00;39,75%
2015-09-23;ANTIOQUIA;GUADALUPE;15,59;4.261.900,00;54,15%
2015-09-23;ANTIOQUIA;GUATAPE;25,35;4.276.300,00;62,70%
2015-09-23;ANTIOQUIA;MIEL I;16,41;791.500,00;24,73%
2015-09-23;ANTIOQUIA;NARE;23,29;8.218.700,00;39,16%
2015-09-23;ANTIOQUIA;PORCE II;52,30;6.657.700,00;54,48%
2015-09-23;ANTIOQUIA;PORCE III;6,07;448.100,00;23,58%
2015-09-23;ANTIOQUIA;SAN CARLOS;21,71;2.850.000,00;69,01%
2015-09-23;ANTIOQUIA;TENCHE;4,98;1.360.400,00;90,69%
2015-09-23;CARIBE;SINU URRA;285,91;3.047.300,00;66,10%
2015-09-23;CENTRO;AMOYA;15,67;1.829.700,00;94,80%
2015-09-23;CENTRO;BOGOTA N.R.;3,28;1.304.600,00;16,09%
2015-09-23;CENTRO;MAGDALENA BETANIA;248,66;3.721.500,00;71,57%
2015-09-23;CENTRO;PRADO;32,36;381.800,00;136,36%
2015-09-23;CENTRO;SOGAMOSO;222,58;6.969.600,00;48,98%
2015-09-23;ORIENTE;BATA;46,37;7.803.800,00;48,23%
2015-09-23;ORIENTE;CHUZA;2,19;871.100,00;17,46%
2015-09-23;ORIENTE;GUAVIO;44,84;10.485.300,00;60,02%
2015-09-23;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.360.800,00;48,26%
2015-09-23;VALLE;ALTOANCHICAYA;23,77;2.531.600,00;64,09%
2015-09-23;VALLE;CALIMA;0,46;20.700,00;5,91%
2015-09-23;VALLE;CAUCA SALVAJINA;13,22;315.200,00;21,59%
2015-09-23;VALLE;DIGUA;18,53;236.600,00;69,59%
2015-09-23;VALLE;FLORIDA II;7,81;156.200,00;55,79%
2015-09-24;ANTIOQUIA;A. SAN LORENZO;20,62;4.740.800,00;41,77%
2015-09-24;ANTIOQUIA;CONCEPCION;4,60;1.256.000,00;47,40%
2015-09-24;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);7,55;2.063.700,00;54,89%
2015-09-24;ANTIOQUIA;DESV. MANSO;0,00;;
2015-09-24;ANTIOQUIA;GRANDE;14,06;4.410.700,00;38,76%
2015-09-24;ANTIOQUIA;GUADALUPE;36,13;9.875.800,00;125,49%
2015-09-24;ANTIOQUIA;GUATAPE;24,28;4.096.300,00;60,06%
2015-09-24;ANTIOQUIA;MIEL I;19,66;947.900,00;29,62%
2015-09-24;ANTIOQUIA;NARE;19,78;6.978.200,00;33,25%
2015-09-24;ANTIOQUIA;PORCE II;55,54;7.070.800,00;57,86%
2015-09-24;ANTIOQUIA;PORCE III;4,52;333.600,00;17,56%
2015-09-24;ANTIOQUIA;SAN CARLOS;23,62;3.100.100,00;75,06%
2015-09-24;ANTIOQUIA;TENCHE;2,48;677.100,00;45,14%
2015-09-24;CARIBE;SINU URRA;438,50;4.673.700,00;101,38%
2015-09-24;CENTRO;AMOYA;14,89;1.738.500,00;90,08%
2015-09-24;CENTRO;BOGOTA N.R.;26,53;10.552.400,00;130,12%
2015-09-24;CENTRO;MAGDALENA BETANIA;220,52;3.300.400,00;63,47%
2015-09-24;CENTRO;PRADO;24,74;291.900,00;104,25%
2015-09-24;CENTRO;SOGAMOSO;206,27;6.458.800,00;45,39%
2015-09-24;ORIENTE;BATA;45,66;7.684.400,00;47,49%
2015-09-24;ORIENTE;CHUZA;0,95;377.900,00;7,57%
2015-09-24;ORIENTE;GUAVIO;39,92;9.334.900,00;53,43%
2015-09-24;RIOS ESTIMADOS;OTROS RIOS (ESTIMADOS);;1.566.800,00;55,56%
2015-09-24;VALLE;ALTOANCHICAYA;22,56;2.402.700,00;60,83%
2015-09-24;VALLE;CALIMA;4,27;191.800,00;54,80%
2015-09-24;VALLE;CAUCA SALVAJINA;15,97;380.700,00;26,08%
2015-09-24;VALLE;DIGUA;19,28;246.200,00;72,41%
2015-09-24;VALLE;FLORIDA II;7,93;158.600,00;56,64%
2015-09-25;ANTIOQUIA;A. SAN LORENZO;19,47;4.476.400,00;39,44%
2015-09-25;ANTIOQUIA;CONCEPCION;4,14;1.131.100,00;42,68%
2015-09-25;ANTIOQUIA;DESV. EEPPM (NEC,PAJ,DOL);5,93;1.619.800,00;43,08%
